external_product_id,source_listing_ref,domain,market,title,canonical_url,pdp_url,identity_exists,source_tier,live_read_enabled,identity_status,review_required,identity_confidence,sellable_item_group_id,product_line_id,seed_updated_at,identity_updated_at,seed_has_active_evidence,identity_payload_has_active_evidence,seed_expects_active_ingredients,identity_expects_active_ingredients,seed_updated_after_identity,identity_payload_stale,canonical_selection_gap,pdp_shaping_gap,audit_scope_mismatch,sig_mixed_active_expectation,canonical_content_ref,selected_commerce_ref,sync_candidate,changed,gained_active_evidence,gained_ingredients,gained_how_to,gained_details,gained_content_images,contract_changed,field_quality_changed,blocker_reason
ext_4e155bb184ec35f3cd7827e3,external_seed:ext_4e155bb184ec35f3cd7827e3,olehenriksen.com,US,Banana Bright+ Firm and Glow Moisturizer with Vitamin C and Niacinamide,https://olehenriksen.com/products/banana-bright-glow-moisturizer,https://agent.pivota.cc/products/sig_dd132423fa070a128d637ab5,true,brand,true,approved,false,0.98,sig_dd132423fa070a128d637ab5,pl_d7413c9baa7cc942abce7975,2026-05-14T14:52:37.319Z,2026-05-16T17:39:38.235Z,false,false,true,true,false,false,false,false,false,false,external_seed:ext_4e155bb184ec35f3cd7827e3,external_seed:ext_4e155bb184ec35f3cd7827e3,false,true,false,false,false,false,false,false,false,
ext_a3cd0190cc691515a1f2e87c,external_seed:ext_a3cd0190cc691515a1f2e87c,olehenriksen.com,US,Glow2OH Exfoliating Dark Spot Toner with Glycolic & Lactic Acid,https://olehenriksen.com/products/glow-2oh-dark-spot-toner,https://agent.pivota.cc/products/sig_ce40a92e068cfacd482cfb28,true,brand,true,approved,false,0.98,sig_ce40a92e068cfacd482cfb28,pl_d165bff64f4faee82eaf2513,2026-05-14T14:52:37.319Z,2026-05-16T17:39:38.799Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_a3cd0190cc691515a1f2e87c,external_seed:ext_a3cd0190cc691515a1f2e87c,false,true,false,false,false,false,false,false,false,
ext_35b321dde624f955996315cb,external_seed:ext_35b321dde624f955996315cb,olehenriksen.com,US,Detox Drops 2% Salicylic Acid Toner,https://olehenriksen.com/products/detox-drops-2-salicylic-acid-toner-4oz,https://agent.pivota.cc/products/sig_321dbf4dec06e85f71be9b36,true,brand,true,approved,false,0.98,sig_321dbf4dec06e85f71be9b36,pl_3c0accdad4d1125793420fbf,2026-05-14T14:52:37.319Z,2026-05-16T17:39:39.195Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_35b321dde624f955996315cb,external_seed:ext_35b321dde624f955996315cb,false,true,false,false,false,false,false,false,false,
ext_4729e70c78478cb6a57aa177,external_seed:ext_4729e70c78478cb6a57aa177,olehenriksen.com,US,Après Skin Rich Rescue Barrier Moisturizer with Ceramides,https://olehenriksen.com/products/apres-skin-multi-use-rich-rescue-cream,https://agent.pivota.cc/products/sig_04d85d3527be3ca040cb2590,true,brand,true,approved,false,0.98,sig_04d85d3527be3ca040cb2590,pl_25167432a9c8340ee798a871,2026-05-14T14:52:37.319Z,2026-05-16T17:39:39.514Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_4729e70c78478cb6a57aa177,external_seed:ext_4729e70c78478cb6a57aa177,false,true,false,false,false,false,false,false,false,
ext_7036139f48c84539ff819d8d,external_seed:ext_7036139f48c84539ff819d8d,olehenriksen.com,US,Peach Glaze Glow Niacinamide Serum with Vitamin C,https://olehenriksen.com/products/peach-glaze-glow-niacinamide-serum,https://agent.pivota.cc/products/sig_ddf950df9a912beaf5387e99,true,brand,true,approved,false,0.86,sig_ddf950df9a912beaf5387e99,pl_9dd1b7b0186f8a1a92f74ced,2026-05-14T14:52:37.319Z,2026-05-16T17:39:39.862Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_7036139f48c84539ff819d8d,external_seed:ext_7036139f48c84539ff819d8d,false,true,false,false,false,false,false,false,false,
ext_9efbe1905612219910596142,external_seed:ext_9efbe1905612219910596142,olehenriksen.com,US,Strength Trainer Peptide Boost Moisturizer,https://olehenriksen.com/products/strength-trainer-peptide-boost-moisturizer,https://agent.pivota.cc/products/sig_76826014cd6144a5a8110e95,true,brand,true,approved,false,0.86,sig_76826014cd6144a5a8110e95,pl_52b399acbd36e7100c013122,2026-05-14T14:52:37.319Z,2026-05-16T17:39:40.124Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_9efbe1905612219910596142,external_seed:ext_9efbe1905612219910596142,false,true,false,false,false,false,false,false,false,
ext_ad5458530604d2c7bfe2fbf2,external_seed:ext_ad5458530604d2c7bfe2fbf2,olehenriksen.com,US,Dewtopia 25% Acid Flash Facial Mask,https://olehenriksen.com/products/dewtopia-25-acid-flash-facial-mask,https://agent.pivota.cc/products/sig_a75fc11819aeb8912f7e2f64,true,brand,true,approved,false,0.98,sig_a75fc11819aeb8912f7e2f64,pl_2da00f7be676a4ba02ad5ed7,2026-05-14T14:52:37.319Z,2026-05-16T17:39:40.378Z,false,false,true,true,false,false,false,false,false,false,external_seed:ext_ad5458530604d2c7bfe2fbf2,external_seed:ext_ad5458530604d2c7bfe2fbf2,false,true,false,false,false,false,false,false,false,
ext_99c2d94131f26d563e2093bc,external_seed:ext_99c2d94131f26d563e2093bc,olehenriksen.com,US,Dewtopia 20% Acid Night Treatment,https://olehenriksen.com/products/dewtopia-20-acid-night-treatment,https://agent.pivota.cc/products/sig_654db3eb15313f864eeee78a,true,brand,true,approved,false,0.98,sig_654db3eb15313f864eeee78a,pl_db9ebbfce49ef03a7bc71c3d,2026-05-14T14:52:37.319Z,2026-05-16T17:39:40.636Z,false,false,true,true,false,false,false,false,false,false,external_seed:ext_99c2d94131f26d563e2093bc,external_seed:ext_99c2d94131f26d563e2093bc,false,true,false,false,false,false,false,false,false,
ext_68539ff7ebafec665991f495,external_seed:ext_68539ff7ebafec665991f495,olehenriksen.com,US,Hydrabarrier Nourishing Face Oil,https://olehenriksen.com/products/hydrabarrier-nourishing-face-oil,https://agent.pivota.cc/products/sig_1041bd840cee6110a29d249e,true,brand,true,approved,false,0.98,sig_1041bd840cee6110a29d249e,pl_afec42b86bb644a905aa7525,2026-05-14T14:52:37.319Z,2026-05-16T17:39:40.887Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_68539ff7ebafec665991f495,external_seed:ext_68539ff7ebafec665991f495,false,true,false,false,false,false,false,false,false,
ext_5f1eaf3898146877fe9171b3,external_seed:ext_5f1eaf3898146877fe9171b3,olehenriksen.com,US,Truth Serum,https://olehenriksen.com/products/truth-serum,https://agent.pivota.cc/products/sig_f35c696b3867f4b7fa139f3a,true,brand,true,approved,false,0.98,sig_f35c696b3867f4b7fa139f3a,pl_e4ccd93d3d7f3de1c2a61c45,2026-05-14T14:52:37.319Z,2026-05-16T17:39:41.149Z,false,false,true,true,false,false,false,false,false,false,external_seed:ext_5f1eaf3898146877fe9171b3,external_seed:ext_5f1eaf3898146877fe9171b3,false,true,false,false,false,false,false,false,false,
