seed_id,external_product_id,market,brand,title,shade_names,target_shade_count,patched_shade_count,source_report_rows,visual_source,source_shopify_product_url,blocker_reason,live_shopify_http_status,live_shopify_error,canonical_url,destination_url
eps_f531f0bd25d349f99f751e70,ext_8c160f16b3467dc69c9accaa,US,Fenty Beauty,Fenty Icon Velvet Liquid Lipstick — Truth Fairy,truth fairy,1,0,8,source_backed_seed_visual_fields,https://fentybeauty.com/products/fenty-icon-velvet-liquid-lipstick-truth-fairy.js,no_per_shade_source_backed_swatch_texture_or_hex_asset,200,,https://fentybeauty.com/products/fenty-icon-velvet-liquid-lipstick-truth-fairy,https://fentybeauty.com/products/fenty-icon-velvet-liquid-lipstick-truth-fairy
eps_226fb1356da64a45ac91a092,ext_cc532d6d44046648de85c206,US,Fenty Beauty,Body Lava Body Luminizer — How Many Carats?!,how many carats,1,0,3,source_backed_seed_visual_fields,https://fentybeauty.com/products/body-lava-body-luminizer-how-many-carats.js,no_per_shade_source_backed_swatch_texture_or_hex_asset,200,,https://fentybeauty.com/products/body-lava-body-luminizer-how-many-carats,https://fentybeauty.com/products/body-lava-body-luminizer-how-many-carats
