seed_id,external_product_id,source_listing_ref,market,domain,brand,title,canonical_url,destination_url,attached_product_key,content_key,seed_missing_fields,identity_exists,identity_status,identity_live_read_enabled,identity_review_required,identity_source_tier,sellable_item_group_id,product_line_id,review_family_id,kb_exists,kb_last_success_at,kb_last_error,kb_direct_status,kb_direct_displayable,kb_direct_high_quality_ready,kb_direct_human_reviewed,kb_direct_quality_state,kb_direct_evidence_profile,kb_direct_issues,kb_direct_blocking_issues,kb_effective_product_id,kb_effective_high_quality_ready,kb_borrowed_from_sibling,active_ingredients_status,active_ingredients_issues,variant_status,variant_issues,catalog_attached,catalog_offer_count,index_pipeline_state_exists,index_serving_eligible,db_serving_ready,external_index_published,commerce_doc_public,commerce_doc_id,commerce_doc_has_pivota_insight_summary,commerce_doc_pivota_insight_status,commerce_doc_price_min,commerce_doc_price_max,commerce_doc_external_offer_exists,terminal_hold,terminal_hold_reason,main_blocker,blocker_detail,recommended_lane,next_command
eps_323070413b1efd1e46ef2723,ext_5f55c01bae5cd6b5f0a0e78e,external_seed:ext_5f55c01bae5cd6b5f0a0e78e,US,786cosmetics.com,786 Cosmetics,Dakar - Breathable Nail Polish,https://786cosmetics.com/products/dakar-breathable-nail-polish,https://786cosmetics.com/products/dakar-breathable-nail-polish,prod::external_seed::external_seed::ext_5f55c01bae5cd6b5f0a0e78e,ck_5ea740060f9257edc37ef144807e6cc8,,true,approved,true,false,brand,sig_6ab9aef32646e31b8520db08,pl_f55869297b676129a9da7aea,rf_f55869297b676129a9da7aea,true,"""2026-05-22T02:47:30.362Z""",,displayable,true,false,true,eligible,seller_plus_formula,ellipsis_or_truncated|public_truncated_copy|empty_watchouts|quality_eligible,ellipsis_or_truncated|public_truncated_copy,ext_5f55c01bae5cd6b5f0a0e78e,false,false,not_expected_missing,,no_visible_variant_axis,,true,1,true,true,false,false,true,sellable:sig_6ab9aef32646e31b8520db08,false,missing,13.99,13.99,true,false,,kb_blocked,blocking_issues:ellipsis_or_truncated|public_truncated_copy,lane_3_kb_rewrite_review,node scripts/pivota_insights_coverage_batch.js --product-ids ext_5f55c01bae5cd6b5f0a0e78e --limit 1 --skip-gemini
