domain,brand,external_product_id,title,product_kind,recommended_lane,catalog_attached,index_serving_eligible,identity_ready,product_intel_high_quality,price_amount,price_currency,availability,description_len,has_image,has_full_inci,has_how_to,hard_risk,source_gap,quality_flags,canonical_url
delicatedaisys.com,Delicate Daisys Botanical Beauty,ext_397a1dbbcab4ad4a246b6a8c,"Bulgarian Rose Water Face, Hair & Body Mist Spray",beauty_formula,serving_index_sync,true,false,true,true,29.99,USD,in_stock,315,true,true,true,false,false,,https://delicatedaisys.com/products/bulgarian-rose-water-face-hair-body-mist-spray
