external_product_id,source_listing_ref,sig_product_id,merchant_id,market,title,identity_status,review_required,live_read_enabled,visual_count,action,visuals_by_shade
ext_11deeea82362972ec1641d0e,external_seed:ext_11deeea82362972ec1641d0e,ext_11deeea82362972ec1641d0e,external_seed,US,Body Lava Body Luminizer — Who Needs Clothes?!,approved,false,true,1,updated,"[{""shade_key"":""who needs clothes"",""shade_name"":""who needs clothes"",""swatch_image_url"":""https://cdn.shopify.com/s/files/1/0341/3458/9485/files/FB_SUM25_T2PRODUCT_SMEAR_BODYLAVA_WHONEEDCLOTHES_1200X1500_72DPI.jpg?v=1745605196"",""shade_hex"":""""}]"
ext_233857fc827a1522afe034bc,external_seed:ext_233857fc827a1522afe034bc,ext_233857fc827a1522afe034bc,external_seed,US,Fenty Icon Velvet Liquid Lipstick — Noodz & Dudez,approved,false,true,1,updated,"[{""shade_key"":""noodz and dudez"",""shade_name"":""noodz and dudez"",""swatch_image_url"":""https://cdn.shopify.com/s/files/1/0341/3458/9485/files/FB23_SPRING_T2_SMEAR_ICON_LIQUID-EXT_NOODZ_DUDEZ_1200X1500_72DPI.png?v=1768520900"",""shade_hex"":""""}]"
ext_80305b4784e343f531b89761,external_seed:ext_80305b4784e343f531b89761,ext_80305b4784e343f531b89761,external_seed,US,Fenty Icon Velvet Liquid Lipstick — Bread Winn'r,approved,false,true,1,updated,"[{""shade_key"":""bread winnr"",""shade_name"":""bread winnr"",""swatch_image_url"":""https://cdn.shopify.com/s/files/1/0341/3458/9485/products/FB23_SPRING_T2_SMEAR_ICON_LIQUID-EXT_BREADWINNER_0143_1.png?v=1768520901"",""shade_hex"":""""}]"
ext_fe4d2680b53c9dce0464d95f,external_seed:ext_fe4d2680b53c9dce0464d95f,ext_fe4d2680b53c9dce0464d95f,external_seed,US,Fenty Icon Velvet Liquid Lipstick — The MVP,approved,false,true,1,updated,"[{""shade_key"":""the mvp"",""shade_name"":""the mvp"",""swatch_image_url"":""https://cdn.shopify.com/s/files/1/0341/3458/9485/products/FB23_SPRING_T2_SMEAR_ICON_LIQUID-EXT_MVP_0137_1.png?v=1734650940"",""shade_hex"":""""}]"
