external_product_id,source_listing_ref,domain,market,title,canonical_url,pdp_url,identity_exists,source_tier,live_read_enabled,identity_status,review_required,identity_confidence,sellable_item_group_id,product_line_id,seed_updated_at,identity_updated_at,seed_has_active_evidence,identity_payload_has_active_evidence,seed_expects_active_ingredients,identity_expects_active_ingredients,seed_updated_after_identity,identity_payload_stale,canonical_selection_gap,pdp_shaping_gap,audit_scope_mismatch,sig_mixed_active_expectation,canonical_content_ref,selected_commerce_ref,sync_candidate,changed,gained_active_evidence,gained_ingredients,gained_how_to,gained_details,gained_content_images,contract_changed,field_quality_changed,blocker_reason
ext_75ae815b6acb82c8e3d8f4f3,external_seed:ext_75ae815b6acb82c8e3d8f4f3,olehenriksen.com,US,Violet Ice Cold Plunge Pore Mask,https://olehenriksen.com/products/violet-ice-cold-plunge-pore-mask,https://agent.pivota.cc/products/sig_036963cb091b4e631427d42d,true,brand,true,approved,false,0.98,sig_036963cb091b4e631427d42d,pl_29709508a20b6936e1c95b43,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,false,true,true,true,true,true,false,false,false,false,external_seed:ext_75ae815b6acb82c8e3d8f4f3,external_seed:ext_75ae815b6acb82c8e3d8f4f3,true,true,false,false,false,false,false,true,true,
ext_26606a47bf430f9b16d15735,external_seed:ext_26606a47bf430f9b16d15735,olehenriksen.com,US,BeamCream Smoothing Body Moisturizer,https://olehenriksen.com/products/beamcream-smoothing-body-moisturizer,https://agent.pivota.cc/products/sig_e8be05caf7a95dbb956cc9dd,true,brand,true,approved,false,0.98,sig_e8be05caf7a95dbb956cc9dd,pl_bc7d473b3c57a20c4210a039,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,false,true,true,true,true,true,false,false,false,false,external_seed:ext_26606a47bf430f9b16d15735,external_seed:ext_26606a47bf430f9b16d15735,true,true,false,false,false,false,false,true,true,
