seed_id,external_product_id,source_listing_ref,market,domain,brand,title,canonical_url,destination_url,attached_product_key,content_key,seed_missing_fields,identity_exists,identity_status,identity_live_read_enabled,identity_review_required,identity_source_tier,sellable_item_group_id,product_line_id,review_family_id,kb_exists,kb_last_success_at,kb_last_error,kb_direct_status,kb_direct_displayable,kb_direct_high_quality_ready,kb_direct_human_reviewed,kb_direct_quality_state,kb_direct_evidence_profile,kb_direct_issues,kb_direct_blocking_issues,kb_effective_product_id,kb_effective_high_quality_ready,kb_borrowed_from_sibling,active_ingredients_status,active_ingredients_issues,variant_status,variant_issues,catalog_attached,catalog_offer_count,index_pipeline_state_exists,index_serving_eligible,db_serving_ready,external_index_published,commerce_doc_public,commerce_doc_id,commerce_doc_has_pivota_insight_summary,commerce_doc_pivota_insight_status,commerce_doc_price_min,commerce_doc_price_max,commerce_doc_external_offer_exists,terminal_hold,terminal_hold_reason,main_blocker,blocker_detail,recommended_lane,next_command
eps_a1d50aa15e8344a7b2c47929,ext_4f3abc692059299f1ac3f12b,external_seed:ext_4f3abc692059299f1ac3f12b,US,skintific.com,SKINTIFIC,Glow Cushion & Serum Spray Set 2pcs,https://skintific.com/products/glow-cushion-serum-spray-set-2pcs,https://skintific.com/products/glow-cushion-serum-spray-set-2pcs,prod::external_seed::external_seed::ext_4f3abc692059299f1ac3f12b,ck_188fad5e5634f05e73476a69603128e5,,true,approved,true,false,brand,sig_46d151db21fbfe9b9c88dd79,pl_3ac54a170ff62cb447751bea,rf_3ac54a170ff62cb447751bea,true,"""2026-05-11T17:52:14.067Z""",,not_displayable,false,false,true,limited,seller_only,reviewed_not_displayable|quality_limited|seller_only_evidence,reviewed_not_displayable,ext_4f3abc692059299f1ac3f12b,false,false,not_applicable_product_family,,no_visible_variant_axis,,true,1,true,true,false,false,true,sellable:sig_46d151db21fbfe9b9c88dd79,false,missing,28.5,28.5,true,false,,kb_blocked,blocking_issues:reviewed_not_displayable,lane_3_kb_rewrite_review,node scripts/pivota_insights_coverage_batch.js --product-ids ext_4f3abc692059299f1ac3f12b --limit 1 --skip-gemini
