external_product_id,title,canonical_url,patch_scope,pdp_ingredients_raw,review_gate,serving_action
ext_83b8555768814cac5243aef1,After Workout Shower Gel - Crispy Cucumber 500 ml,https://mossnoor.com/products/after-workout-shower-gel-crispy-cucumber,pdp_ingredients_raw_only,"Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Propanediol, Glycerin, Sodium Cocoamphoacetate, Urea, Phenoxyethanol, PEG-7 Glyceryl Cocoate, Lactic Acid, Parfum, Menthol, Benzoic Acid, Magnesium Aspartate, Zinc Gluconate, Dehydroacetic Acid, Sodium Benzoate, Copper Gluconate.",run production dry-run and human review before any apply,do_not_promote_from_wave55
ext_67472974111568c15ac3920d,After Workout Shower Gel - Fresh Grapefruit,https://mossnoor.com/products/shower-gel,pdp_ingredients_raw_only,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Propanediol, Glycerin, Sodium Cocoamphoacetate, Sodium Chloride, Urea, Menthol, Zinc Gluconate, Magnesium Aspartate, PEG-7 Glyceryl Cocoate, Copper Gluconate, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Sodium Benzoate, Parfum, Limonene, Linalool.",run production dry-run and human review before any apply,do_not_promote_from_wave55
ext_cf945cc7bfe99bf9864bd6df,After Workout Shower Gel - Fresh Grapefruit 500 ml,https://mossnoor.com/products/after-workout-shower-gel-fresh-grapefruit-500-ml,pdp_ingredients_raw_only,"Aqua, Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Propanediol, Glycerin, Sodium Cocoamphoacetate, Urea, Phenoxyethanol, PEG-7 Glyceryl Cocoate, Lactic Acid, Menthol, Benzoic Acid, Magnesium Aspartate, Zinc Gluconate, Dehydroacetic Acid, Sodium Benzoate, Copper Gluconate, Parfum, Limonene, Linalool, Citrus Aurantium Peel Oil.",run production dry-run and human review before any apply,do_not_promote_from_wave55
ext_876342422f9629ea9363953c,After Workout Shower Gel - Light Mint,https://mossnoor.com/products/after-workout-shower-gel-light-mint,pdp_ingredients_raw_only,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Propanediol, Glycerin, Sodium Cocoamphoacetate, Sodium Chloride, Urea, Menthol, Zinc Gluconate, Magnesium Aspartate, PEG-7 Glyceryl Cocoate, Copper Gluconate, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Sodium Benzoate, Parfum, Limonene, Linalool, Citral.",run production dry-run and human review before any apply,do_not_promote_from_wave55
