domain,seed_rows,actionable_seed_rows,db_serving_ready,db_serving_ready_rate,actionable_db_serving_ready_rate,public_index_ready,public_index_ready_rate,external_index_published,commerce_public_docs,commerce_public_doc_groups,direct_kb_high_quality_ready,direct_kb_displayable,identity_ready,terminal_hold,seed_content_blocked,identity_blocked,kb_missing,kb_blocked,kb_displayable_limited,index_doc_shadow_only,top_blocker
theordinary.com,8,8,8,1,1,8,1,0,8,8,8,8,8,0,0,0,0,0,0,0,ready_no_action
