source,dataset,pipeline_mode_used,sample_hash,image_path_rel,ok,fail_reason,reason_detail,ext_from_path,magic_type,container_hint,decode_ext,decode_magic,decode_error_code,heic_conversion_applied,heic_conversion_status,heic_conversion_tool,integration_status,integration_fail_reason,status_code,quality_grade,modules_count,module_pixels_min,under_eye_left_pixels,under_eye_right_pixels,module_guard_triggered,module_min_pixels_under_eye,empty_module_rate,leakage_bg_mean,leakage_bg_est_mean,leakage_hair_mean,chin_leakage_bg,nose_leakage_bg,chin_leakage_bg_est,nose_leakage_bg_est,chin_outside_oval_ratio,nose_outside_oval_ratio,chin_bottom_band_ratio,nose_side_band_ratio,chin_touches_oval_bottom,nose_touches_oval_side,face_detect_ok,landmark_ok,risk_score,module_pixels_map,module_guard_pixel_diffs,degraded_reasons,reverted_modules,guarded_modules,note
fasseg,fasseg,fasseg_eval,1ff14ee379e4f712a0aa,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,7c5630245699f9ee0be3,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,ccc42ed66e2468024b8c,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,9d34b4a015c71345823f,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,0b7e7a87d4f0d5d130fc,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,698277a14a1ca95c6992,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,3c137f23132d4e689e23,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,c425d528d1978cb64946,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,df4fb934884b8677b8c8,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,70a8b62cb597fd937cd6,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,84dce1380db16e76fb54,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,6b78c323170466a22904,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,7260aa9ed4833498f667,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,baeb42cf90cf77a4229c,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,88acdf9256e773099d44,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,965b78b01f043e3d68d0,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,4dd2dc39a9fad745a230,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,399d6842b7a5060e5ed7,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,f0d834de9bc444f0869b,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,e2af829798856b000a9e,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,c1a7e75141abaa308846,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,c64cd7c2e7fde63c7158,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,e0b73a3da1f202eb588e,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,031693089eaebcb1a548,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,9c2d805230aea852046a,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,aa0c28cd45b36ec6b1e1,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,256f0ba740ead194e2a5,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,1095df650f8978bf18d3,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,398e85a01f0a25db38ab,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,fa5e86e0aec23b07aee6,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,c75dd5c978e7a1df4ab0,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,d306cf35b0a408fcdd02,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,15fcbc518f53f4113b86,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,cfeafdab31857da3f000,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,227bba5d08572f724c26,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,d6d61ed2e54e7da29a14,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,8ad2f93991c3b69eaf2c,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,7d8635294cf5d72ed9d4,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,56fb85b467deb36bef8a,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,a76edab5ba5dd438bba4,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,31fb016496ce543f5f0e,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,415d6c86acd6c583ec88,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,b0089e8f625b537a68cf,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,c66cc8ce8aff0651f026,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,090b800b5a6ee83b274f,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,70436ad84d7253716361,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,44e73cb132b4662f1034,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,f7daf281863c321c9c9a,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,af058123119875ab01bb,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,d3fbc6b950f8b09783d1,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,15aff2c8c09a06ef51d2,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
fasseg,fasseg,fasseg_eval,7fbc44f62f671b75a93b,,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,,,,,,,false,,,,,200,,0,0,0,0,false,,0,0,,0,,,,,,,,,false,false,,,0,{},[],,,,photo_modules_card_missing
lapa,lapa,remote,6a06bff9d744fa60aa8f,source_root/val/images/5214891238_3.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,2cbec4259cc44bbc335d,source_root/train/images/HELEN_3025229116_1_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,ec260e6e1e81d93b0406,source_root/train/images/2140543307_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,6543027d6011bbe47017,source_root/train/images/9087362603_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,b8d5543b63da92e2b3e2,source_root/train/images/4907953461_5.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,20e5634dcef44b587265,source_root/train/images/AFW_70037463_1_3.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,e66d39b07e4cace16800,source_root/train/images/8828926342_5.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,8e697514f3a571094331,source_root/train/images/HELEN_1037255513_1_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,f261587b4c1baedb0732,source_root/train/images/3097502052_3.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,8bf55eb2e45eb6e11952,source_root/train/images/13528828163_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,3e1188a3d899565fe1c5,source_root/train/images/3001575536_4.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,fced8a9439479c79e009,source_root/train/images/2837118619_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,51a344cc62c2779bab41,source_root/train/images/437533723_1.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,626eeda2ca823d141c58,source_root/train/images/HELEN_2533908657_2_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,59e04c28a01aedda463f,source_root/test/images/10256701615_4.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,267f8f37aeb6dd0c94ef,source_root/val/images/2726571155_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,08abdef708b4601641ef,source_root/train/images/2446703288_2.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,32d8cd3c6c6ffe744890,source_root/train/images/821414027_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,4892dc155ff984a75d80,source_root/train/images/8247424778_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,ae68a00e1f3d262db1e7,source_root/train/images/HELEN_2589809231_1_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,d48ed36d3042fb9b763f,source_root/train/images/LFPW_image_test_0183_3.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,efd8a6777a93e63622b9,source_root/train/images/3562758896_1.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,db84b4f4bdb1691f68ee,source_root/test/images/149772307_2.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,0bae8a37edb72579fe85,source_root/train/images/3643658153_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,6b2042223b72de875eb2,source_root/train/images/LFPW_image_test_0045_1.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,f7ebc2d9ce7aefa26452,source_root/train/images/HELEN_1954949800_1_2.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,518a29ab01283142f6e4,source_root/train/images/HELEN_150766294_2_1.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,2073286da03cc95ff590,source_root/train/images/2254761175_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,316de9b2abf6b3b35879,source_root/train/images/9939091416_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,72bfa91f1edf87884467,source_root/train/images/LFPW_image_train_0277_3.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,829d0d47a16b30597e30,source_root/train/images/5752527332_2.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,025ebe31eed571423301,source_root/test/images/8642959204_3.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,7fe97d3bb25eda00692a,source_root/val/images/2121564556_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,570e6ae7e1d4b9c5a6de,source_root/val/images/5284512137_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,a8006f10f50407826852,source_root/train/images/HELEN_1259817140_1_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,124a38bdb47d033dd80b,source_root/train/images/9194052180_2.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,05f512aaab8b7328f92e,source_root/train/images/3542622472_7.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,a8315886db6343927e7b,source_root/train/images/AFW_5151536225_1_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,1f705f77dea0cf605be5,source_root/train/images/10349803155_4.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,2ef41311efab6ffaf5d8,source_root/train/images/246913523_2.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,2909c01f8fd235813919,source_root/train/images/HELEN_2414792473_1_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,e749c5806cedefe87bf1,source_root/test/images/2521194421_1.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,aedd20adb0d460c51bb6,source_root/train/images/LFPW_image_train_0765_1.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,4e54a2e25fbc92c134a4,source_root/train/images/325516943_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,b6dae8e297d408b7bfd8,source_root/test/images/7278708382_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
lapa,lapa,remote,a7aa7b8ba070926ba73e,source_root/train/images/2639661124_0.jpg,false,NO_PHOTO_MODULES_CARD,,.jpg,jpeg,,.jpg,jpeg,,false,,,ok,,200,,0,0,0,0,false,,1,,,,,,,,,,,,false,false,,,1.5,{},[],,,,
