source,dataset,sample_hash,ok,fail_reason,status_code,quality_grade,modules_count,module_pixels_min,empty_module_rate,leakage_bg_mean,leakage_hair_mean,chin_leakage_bg,nose_leakage_bg,chin_touches_oval_bottom,nose_touches_oval_side,face_detect_ok,landmark_ok,risk_score,degraded_reasons,reverted_modules,note
internal,internal,7d3afb114bf090b5b9ca,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,1469aff53b9f462ce084,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,6903a08035fabdadc606,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,523ebabf9102cc9f324a,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,cba6ee8b0ed946b9fc84,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,b29d552a37805fc50839,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,c9fd74ff01410492eda8,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,dd1f3992e459698ac90a,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,67efbf2f8e6af895ad60,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,97c18f872fe4d7901413,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,81001ae2d5107a11d62a,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,454ecfe315f1ec4f745d,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,2dd4b942b36d73848f53,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,d74bff5edd9a03a256dc,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,992afea337262a129dde,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,a9aabece1a5931358010,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,1a421d3b67d230413d7d,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,eda446ab5b3d5777d756,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,30910e29416f653b4d58,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,97b6ca57da0455f72b7a,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,ec9ee489fb60cf362b3a,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,a97ad4de7dc767475609,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,ba6c9e540a54dd2c93c6,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,image_decode_failed
internal,internal,a192a4bd6814d37c6dcb,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,9a401e18a8c6665aa359,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,a4919c86d5420de07e6c,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,2cde5c68a939ead990c9,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,ac5a994181a78c3a6b6b,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,c1c8d71be8c35385c9eb,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,1c8cf1201ffe3df00d3a,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,b65ae09211ce32cc4484,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,2be889b510c1a38033ba,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,370608993748ebd4eb84,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,08345d3670efbb54853a,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,00c433c58cbca9b326c6,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,6d180cd9441291c3e114,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,eaacf8df1f955dfe7fea,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,95f09bee0971c6fdf362,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,327308ddff38f5287def,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,80efd4f0a208572eeda6,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,703542937740dc84e861,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,d5028a5fda1c616936a9,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,740de1a098a6a6ec9300,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,c8e73ea498afad2b050a,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,06843c7f818740b93137,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,db9c9a65ca745d046584,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,d1d888ae99d7fcab636c,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,db096233b1a2b8103ace,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,76b0604c27065237198a,false,HTTP_UNKNOWN,0,,0,0,1,,,,,false,false,,,3.5,,,fetch failed
internal,internal,a040f573f346b505910b,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
internal,internal,918ad832bdf7031a5b24,false,IMAGE_PREPROCESS_FAIL,0,,0,0,1,,,,,false,false,,,1.5,,,heic_decode_failed
fasseg,fasseg,d80d5cd03bb228f506d5,false,PRED_MODULES_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,api_network_error
