source,dataset,pipeline_mode_used,sample_hash,ok,fail_reason,reason_detail,decode_ext,decode_magic,decode_error_code,integration_status,integration_fail_reason,status_code,quality_grade,modules_count,module_pixels_min,empty_module_rate,leakage_bg_mean,leakage_bg_est_mean,leakage_hair_mean,chin_leakage_bg,nose_leakage_bg,chin_leakage_bg_est,nose_leakage_bg_est,chin_outside_oval_ratio,nose_outside_oval_ratio,chin_bottom_band_ratio,nose_side_band_ratio,chin_touches_oval_bottom,nose_touches_oval_side,face_detect_ok,landmark_ok,risk_score,degraded_reasons,reverted_modules,note
fasseg,fasseg,fasseg_eval,256f0ba740ead194e2a5,true,,,,,,,,200,degraded,7,204,0,0.015,,0.002,0,0,,,,,,,false,false,true,true,0,,,
fasseg,fasseg,fasseg_eval,1095df650f8978bf18d3,true,,,,,,,,200,degraded,7,204,0,0.194,,0.001,0,0.984,,,,,,,false,false,true,true,0.984,,,
fasseg,fasseg,fasseg_eval,398e85a01f0a25db38ab,true,,,,,,,,200,degraded,7,204,0,0.051,,0.007,0,0.186,,,,,,,false,false,true,true,0.186,,,
fasseg,fasseg,fasseg_eval,fa5e86e0aec23b07aee6,true,,,,,,,,200,degraded,7,204,0,0.061,,0.008,0.338,0,,,,,,,false,false,true,true,0.338,,,
fasseg,fasseg,fasseg_eval,c75dd5c978e7a1df4ab0,true,,,,,,,,200,degraded,7,204,0,0.006,,0.003,0,0,,,,,,,false,false,true,true,0,,,
fasseg,fasseg,fasseg_eval,d306cf35b0a408fcdd02,true,,,,,,,,200,degraded,7,204,0,0.046,,0.003,0.216,0,,,,,,,false,false,true,true,0.216,,,
fasseg,fasseg,fasseg_eval,15fcbc518f53f4113b86,true,,,,,,,,200,degraded,7,204,0,0.014,,0.005,0,0,,,,,,,false,false,true,true,0,,,
fasseg,fasseg,fasseg_eval,cfeafdab31857da3f000,true,,,,,,,,200,degraded,7,204,0,0.041,,0.02,0,0.151,,,,,,,false,false,true,true,0.151,,,
fasseg,fasseg,fasseg_eval,227bba5d08572f724c26,true,,,,,,,,200,degraded,7,204,0,0.022,,0.003,0,0,,,,,,,false,false,true,true,0,,,
fasseg,fasseg,fasseg_eval,d6d61ed2e54e7da29a14,true,,,,,,,,200,fail,7,2172,0,0.118,,0.009,0.377,0.07,,,,,,,false,false,true,true,0.377,QUALITY_GATED,,
fasseg,fasseg,fasseg_eval,8ad2f93991c3b69eaf2c,true,,,,,,,,200,degraded,7,204,0,0.011,,0.004,0,0,,,,,,,false,false,true,true,0,,,
fasseg,fasseg,fasseg_eval,7d8635294cf5d72ed9d4,true,,,,,,,,200,degraded,7,204,0,0.008,,0.006,0,0,,,,,,,false,false,true,true,0,,,
fasseg,fasseg,fasseg_eval,56fb85b467deb36bef8a,true,,,,,,,,200,degraded,7,204,0,0.053,,0.004,0.304,0,,,,,,,false,false,true,true,0.304,,,
fasseg,fasseg,fasseg_eval,a76edab5ba5dd438bba4,true,,,,,,,,200,degraded,7,204,0,0.046,,0.004,0.304,0,,,,,,,false,false,true,true,0.304,,,
fasseg,fasseg,fasseg_eval,31fb016496ce543f5f0e,true,,,,,,,,200,fail,7,2172,0,0.101,,0.008,0.471,0.035,,,,,,,false,false,true,true,0.471,QUALITY_GATED,,
fasseg,fasseg,fasseg_eval,415d6c86acd6c583ec88,true,,,,,,,,200,degraded,7,204,0,0.011,,0.002,0,0,,,,,,,false,false,true,true,0,,,
fasseg,fasseg,fasseg_eval,b0089e8f625b537a68cf,true,,,,,,,,200,degraded,7,204,0,0.073,,0.008,0.338,0.087,,,,,,,false,false,true,true,0.338,,,
fasseg,fasseg,fasseg_eval,c66cc8ce8aff0651f026,true,,,,,,,,200,fail,7,2172,0,0.108,,0.008,0.384,0.109,,,,,,,false,false,true,true,0.384,QUALITY_GATED,,
fasseg,fasseg,fasseg_eval,090b800b5a6ee83b274f,true,,,,,,,,200,degraded,7,204,0,0.019,,0.003,0,0,,,,,,,false,false,true,true,0,,,
fasseg,fasseg,fasseg_eval,70436ad84d7253716361,true,,,,,,,,200,degraded,7,204,0,0.022,,0.005,0,0.001,,,,,,,false,false,true,true,0.001,,,
fasseg,fasseg,fasseg_eval,44e73cb132b4662f1034,true,,,,,,,,200,degraded,7,204,0,0.21,,0.001,0,0.991,,,,,,,false,false,true,true,0.991,,,
fasseg,fasseg,fasseg_eval,f7daf281863c321c9c9a,true,,,,,,,,200,degraded,7,204,0,0.002,,0,0,0,,,,,,,false,false,true,true,0,,,
fasseg,fasseg,fasseg_eval,af058123119875ab01bb,true,,,,,,,,200,fail,7,2172,0,0.148,,0.006,0.665,0.072,,,,,,,false,false,true,true,0.665,QUALITY_GATED,,
fasseg,fasseg,fasseg_eval,d3fbc6b950f8b09783d1,true,,,,,,,,200,degraded,7,204,0,0.011,,0.004,0,0,,,,,,,false,false,true,true,0,,,
fasseg,fasseg,fasseg_eval,15aff2c8c09a06ef51d2,true,,,,,,,,200,degraded,7,204,0,0.015,,0.004,0,0,,,,,,,false,false,true,true,0,,,
fasseg,fasseg,fasseg_eval,7fbc44f62f671b75a93b,true,,,,,,,,200,degraded,7,204,0,0.027,,0.004,0,0,,,,,,,false,false,true,true,0,,,
lapa,lapa,local,6a06bff9d744fa60aa8f,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,2cbec4259cc44bbc335d,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,ec260e6e1e81d93b0406,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,6543027d6011bbe47017,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,b8d5543b63da92e2b3e2,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,20e5634dcef44b587265,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.009,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,e66d39b07e4cace16800,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,8e697514f3a571094331,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,f261587b4c1baedb0732,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.01,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,8bf55eb2e45eb6e11952,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,3e1188a3d899565fe1c5,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,fced8a9439479c79e009,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,51a344cc62c2779bab41,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,626eeda2ca823d141c58,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.011,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,59e04c28a01aedda463f,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,267f8f37aeb6dd0c94ef,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,08abdef708b4601641ef,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,32d8cd3c6c6ffe744890,false,LOCAL_DIAGNOSIS_FAIL,,.jpg,jpg,,missing_card,LOCAL_DIAGNOSIS_FAIL,0,,0,0,1,,,,,,,,,,,,false,false,,,1.5,,,skin_roi_not_found
lapa,lapa,local,4892dc155ff984a75d80,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,ae68a00e1f3d262db1e7,false,LOCAL_DIAGNOSIS_FAIL,,.jpg,jpg,,missing_card,LOCAL_DIAGNOSIS_FAIL,0,,0,0,1,,,,,,,,,,,,false,false,,,1.5,,,skin_roi_not_found
lapa,lapa,local,d48ed36d3042fb9b763f,false,LOCAL_DIAGNOSIS_FAIL,,.jpg,jpg,,missing_card,LOCAL_DIAGNOSIS_FAIL,0,,0,0,1,,,,,,,,,,,,false,false,,,1.5,,,skin_roi_not_found
lapa,lapa,local,efd8a6777a93e63622b9,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,db84b4f4bdb1691f68ee,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,0bae8a37edb72579fe85,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.025,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,6b2042223b72de875eb2,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.009,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,f7ebc2d9ce7aefa26452,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.034,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,518a29ab01283142f6e4,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.009,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,2073286da03cc95ff590,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,316de9b2abf6b3b35879,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.001,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,72bfa91f1edf87884467,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.009,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,829d0d47a16b30597e30,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,025ebe31eed571423301,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,7fe97d3bb25eda00692a,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,570e6ae7e1d4b9c5a6de,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,a8006f10f50407826852,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.051,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,124a38bdb47d033dd80b,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,05f512aaab8b7328f92e,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.009,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,a8315886db6343927e7b,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.051,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,1f705f77dea0cf605be5,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,2ef41311efab6ffaf5d8,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,2909c01f8fd235813919,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.009,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,e749c5806cedefe87bf1,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.035,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,aedd20adb0d460c51bb6,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.001,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,4e54a2e25fbc92c134a4,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,b6dae8e297d408b7bfd8,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,a7aa7b8ba070926ba73e,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
lapa,lapa,local,5ff836d1a25d3d271a1f,false,LOCAL_DIAGNOSIS_FAIL,,.jpg,jpg,,missing_card,LOCAL_DIAGNOSIS_FAIL,0,,0,0,1,,,,,,,,,,,,false,false,,,1.5,,,skin_roi_too_small
lapa,lapa,local,c155f3bc7e35fefbecee,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,0d552fdce5464082d20e,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.052,,,,0,0,0,0,0,0,false,false,,,0.5,,,
lapa,lapa,local,d0756e49ebed0225a7fc,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
celebamaskhq,celebamaskhq,local,a99ce9ceeff5a2994165,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.052,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,28cc0a4bfb12ffae4252,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,4eb351e4621d8b3729c3,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,c19427abb4c9a4ea8c0f,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,516515c118e9896a7f2f,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,5961f824c6cbed880d8c,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,06e1a56423bb1956a9a8,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,b9e0eef36148785cd59c,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,2ed82a60fb1c75c5e1a2,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,38da4e445a3572273332,true,,,.jpg,jpg,,ok,,200,degraded,7,10,0,,0.034,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,9034836f6c4eb6679d95,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
celebamaskhq,celebamaskhq,local,d3e03ba2e1e6c9163c1a,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,b23abcae22f9d8a8870b,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,7d7fb9c4cc5154ac0724,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,d9578a92e22c76d5d737,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
celebamaskhq,celebamaskhq,local,d04d29cfa931e377ee38,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.034,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,ea4d636c5433c9b19a0b,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
celebamaskhq,celebamaskhq,local,6fffe143bd5dd52013e1,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.035,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,60037308b6e9d7c7e9cf,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,d2d04fadef834cbae756,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,87c0f296f4bfab738e8d,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.025,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,efa944a9ed9b44a44768,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.018,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,3d8b05681274c0f3cdf0,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,8318cc2830b5ed6d5ab0,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,eaa0ecf5bda9775a3a95,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.034,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,311833113bd5f791f0c2,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,d64fef8d863f47523426,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.027,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,820c6a2fa33dd467f196,true,,,.jpg,jpg,,ok,,200,degraded,7,1,0,,0.034,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,29ba0dfeabd0b37587e4,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,1e0bc0e54768b876a88c,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.025,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,c666bf593553418b8c48,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.034,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,6079edfa13b514fa1135,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,f290e7b39c9795e189d4,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,3e70d0560b455d30a666,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.034,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,2b8a8b3f17fa421b5011,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,54ccfc3a63413e0e6cb9,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.002,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,5d925fd2084838a37bc8,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,426b590e63595be4b265,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,2bfa19e83e7bcac17a65,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.035,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,342e39e5c220f24ee108,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,bb502f84814e38188170,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,45bdfa4d535f363a1640,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,d1224733e30a10662998,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,1025bf8129a63d6f8ad8,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.034,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,d9183c4e9017ffc85c80,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,b7198d0ee0332cc1ba0e,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,09e6f4319be33147ea97,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.025,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,ebe7fb8cd53b1767bb2d,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
celebamaskhq,celebamaskhq,local,a49684cd4eb126ece880,true,,,.jpg,jpg,,ok,,200,fail,7,136,0,,0.195,,,,0.096,0,0.197,0,0,0,false,false,,,0.394,QUALITY_GATED,,
celebamaskhq,celebamaskhq,local,59c8020959f53406f661,true,,,.jpg,jpg,,ok,,200,degraded,7,13,0,,0.06,,,,0,0,0,0,0,0,false,false,,,0.5,,,
