source,dataset,sample_hash,ok,fail_reason,reason_detail,status_code,quality_grade,modules_count,module_pixels_min,empty_module_rate,leakage_bg_mean,leakage_hair_mean,chin_leakage_bg,nose_leakage_bg,chin_touches_oval_bottom,nose_touches_oval_side,face_detect_ok,landmark_ok,risk_score,degraded_reasons,reverted_modules,note
fasseg,fasseg,fa5e86e0aec23b07aee6,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,c75dd5c978e7a1df4ab0,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,d306cf35b0a408fcdd02,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,15fcbc518f53f4113b86,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,cfeafdab31857da3f000,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,227bba5d08572f724c26,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,d6d61ed2e54e7da29a14,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,8ad2f93991c3b69eaf2c,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,7d8635294cf5d72ed9d4,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,56fb85b467deb36bef8a,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,a76edab5ba5dd438bba4,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,31fb016496ce543f5f0e,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,415d6c86acd6c583ec88,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,b0089e8f625b537a68cf,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,c66cc8ce8aff0651f026,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,090b800b5a6ee83b274f,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,70436ad84d7253716361,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
fasseg,fasseg,44e73cb132b4662f1034,false,PRED_MODULES_MISSING,CIRCLE_PRIOR_MISSING,200,,0,0,0,0,0,,,false,false,,,0,,,photo_modules_card_missing
