seed_id,external_product_id,source_listing_ref,market,domain,brand,title,canonical_url,destination_url,attached_product_key,content_key,seed_missing_fields,identity_exists,identity_status,identity_live_read_enabled,identity_review_required,identity_source_tier,sellable_item_group_id,product_line_id,review_family_id,kb_exists,kb_last_success_at,kb_last_error,kb_direct_status,kb_direct_displayable,kb_direct_high_quality_ready,kb_direct_human_reviewed,kb_direct_quality_state,kb_direct_evidence_profile,kb_direct_issues,kb_direct_blocking_issues,kb_effective_product_id,kb_effective_high_quality_ready,kb_borrowed_from_sibling,active_ingredients_status,active_ingredients_issues,variant_status,variant_issues,catalog_attached,catalog_offer_count,index_pipeline_state_exists,index_serving_eligible,db_serving_ready,external_index_published,commerce_doc_public,commerce_doc_id,commerce_doc_has_pivota_insight_summary,commerce_doc_pivota_insight_status,commerce_doc_price_min,commerce_doc_price_max,commerce_doc_external_offer_exists,terminal_hold,terminal_hold_reason,main_blocker,blocker_detail,recommended_lane,next_command
eps_c4fba571d4949c5fba99e6aa,ext_10d91302e0cbb32d89cb0cb7,external_seed:ext_10d91302e0cbb32d89cb0cb7,US,joocyee.com,Joocyee,Dual-Ended Eyebrow Pencil & Cream 2.0,https://joocyee.com/products/dual-ended-eyebrow-pencil-cream-2-0,https://joocyee.com/products/dual-ended-eyebrow-pencil-cream-2-0,,,,true,approved,false,false,brand,sig_22446b6af1eff4f09e9db714,pl_4a81a80c10e64082efb00773,rf_d437f2495d672253f531d782,true,"""2026-05-14T01:28:31.881Z""",,displayable,true,true,true,reviewed,seller_plus_formula,,,ext_10d91302e0cbb32d89cb0cb7,true,false,not_expected_missing,,flagged,default_option_size_evidence_missing_axis,false,0,false,false,false,false,false,,false,,,,false,false,,identity_blocked,not_live_read_enabled,lane_1_identity_index,node scripts/audit-pdp-entity-resolution.js --market US --limit 500 --dry-run
epsv_3a2511bd5d3bc0964b3bdbcc,ext_2881559170714581057e21eb,external_seed:ext_2881559170714581057e21eb,US,joocyee.com,Joocyee,Glazed Lip Gloss,https://joocyee.com/products/glazed-lip-gloss,https://joocyee.com/products/glazed-lip-gloss?variant=54012522463542&utm_source=pivota&utm_medium=affiliate,,,,true,approved,false,false,brand,sig_a138447b66b63085f5607f39,pl_a9dd2b8037facbb9eac8520c,rf_a9dd2b8037facbb9eac8520c,false,,,missing_kb,false,false,false,missing,missing,missing_kb,,ext_2881559170714581057e21eb,false,false,ready_hero,,ready,,false,0,false,false,false,false,false,,false,,,,false,false,,identity_blocked,not_live_read_enabled,lane_1_identity_index,node scripts/audit-pdp-entity-resolution.js --market US --limit 500 --dry-run
epsv_505db69486384550a1386d7c,ext_35ffa71281354a958ef30f7e,external_seed:ext_35ffa71281354a958ef30f7e,US,joocyee.com,Joocyee,Glazed Lip Gloss,https://joocyee.com/products/glazed-lip-gloss,https://joocyee.com/products/glazed-lip-gloss?variant=54012522627382&utm_source=pivota&utm_medium=affiliate,,,,true,approved,false,false,brand,sig_ce5317a38b3c710f808f6aa3,pl_a9dd2b8037facbb9eac8520c,rf_a9dd2b8037facbb9eac8520c,false,,,missing_kb,false,false,false,missing,missing,missing_kb,,ext_35ffa71281354a958ef30f7e,false,false,ready_hero,,ready,,false,0,false,false,false,false,false,,false,,,,false,false,,identity_blocked,not_live_read_enabled,lane_1_identity_index,node scripts/audit-pdp-entity-resolution.js --market US --limit 500 --dry-run
epsv_87501109e006391087fc2f3d,ext_3c9980e0455d648c3173c14e,external_seed:ext_3c9980e0455d648c3173c14e,US,joocyee.com,Joocyee,Glazed Lip Gloss,https://joocyee.com/products/glazed-lip-gloss,https://joocyee.com/products/glazed-lip-gloss?variant=54012522660150&utm_source=pivota&utm_medium=affiliate,,,,true,approved,false,false,brand,sig_269e443984fa3d0ac908c01f,pl_a9dd2b8037facbb9eac8520c,rf_a9dd2b8037facbb9eac8520c,false,,,missing_kb,false,false,false,missing,missing,missing_kb,,ext_3c9980e0455d648c3173c14e,false,false,ready_hero,,ready,,false,0,false,false,false,false,false,,false,,,,false,false,,identity_blocked,not_live_read_enabled,lane_1_identity_index,node scripts/audit-pdp-entity-resolution.js --market US --limit 500 --dry-run
epsv_dfbd57e3cd61bee1bd7e1033,ext_3ca7c85748b01b4bc8e2f3bb,external_seed:ext_3ca7c85748b01b4bc8e2f3bb,US,joocyee.com,Joocyee,Color-correcting Primer,https://joocyee.com/products/color-correcting-primer,https://joocyee.com/products/color-correcting-primer?variant=53960867643702&utm_source=pivota&utm_medium=affiliate,,,,true,approved,false,false,brand,sig_e2bf9c22b9d22163de32e589,pl_b135453a63032cf132dc4c3d,rf_b135453a63032cf132dc4c3d,false,,,missing_kb,false,false,false,missing,missing,missing_kb,,ext_3ca7c85748b01b4bc8e2f3bb,false,false,ready_hero,,ready,,false,0,false,false,false,false,false,,false,,,,false,false,,identity_blocked,not_live_read_enabled,lane_1_identity_index,node scripts/audit-pdp-entity-resolution.js --market US --limit 500 --dry-run
epsv_b1229a74ea6f7f95cafadc7b,ext_41c98523b6fc0a8279c3095c,external_seed:ext_41c98523b6fc0a8279c3095c,US,joocyee.com,Joocyee,Glazed Lip Gloss,https://joocyee.com/products/glazed-lip-gloss,https://joocyee.com/products/glazed-lip-gloss?variant=54012522496310&utm_source=pivota&utm_medium=affiliate,,,,true,approved,false,false,brand,sig_1ffa9ef2d2d3e5f9bc92ed9d,pl_a9dd2b8037facbb9eac8520c,rf_a9dd2b8037facbb9eac8520c,false,,,missing_kb,false,false,false,missing,missing,missing_kb,,ext_41c98523b6fc0a8279c3095c,false,false,ready_hero,,ready,,false,0,false,false,false,false,false,,false,,,,false,false,,identity_blocked,not_live_read_enabled,lane_1_identity_index,node scripts/audit-pdp-entity-resolution.js --market US --limit 500 --dry-run
epsv_039198f61171c76b79baacb9,ext_4888a0d0940daa58fc77af80,external_seed:ext_4888a0d0940daa58fc77af80,US,joocyee.com,Joocyee,Glazed Lip Gloss,https://joocyee.com/products/glazed-lip-gloss,https://joocyee.com/products/glazed-lip-gloss?variant=54012786344246&utm_source=pivota&utm_medium=affiliate,,,,true,approved,false,false,brand,sig_bd5ed2292f663109e373a1fa,pl_a9dd2b8037facbb9eac8520c,rf_a9dd2b8037facbb9eac8520c,false,,,missing_kb,false,false,false,missing,missing,missing_kb,,ext_4888a0d0940daa58fc77af80,false,false,ready_hero,,ready,,false,0,false,false,false,false,false,,false,,,,false,false,,identity_blocked,not_live_read_enabled,lane_1_identity_index,node scripts/audit-pdp-entity-resolution.js --market US --limit 500 --dry-run
epsv_b4690c2192b85e0c3cb02a6e,ext_4fe791cb17f27395a25f91ee,external_seed:ext_4fe791cb17f27395a25f91ee,US,joocyee.com,Joocyee,Dual-Ended Eyebrow Pencil & Cream 2.0,https://joocyee.com/products/dual-ended-eyebrow-pencil-cream-2-0,https://joocyee.com/products/dual-ended-eyebrow-pencil-cream-2-0?variant=53971849052470&utm_source=pivota&utm_medium=affiliate,,,,true,approved,false,false,brand,sig_22446b6af1eff4f09e9db714,pl_4a81a80c10e64082efb00773,rf_4a81a80c10e64082efb00773,false,,,missing_kb,false,false,false,missing,missing,missing_kb,,ext_4fe791cb17f27395a25f91ee,false,false,not_expected_missing,,flagged,default_option_size_evidence_missing_axis,false,0,false,false,false,false,false,,false,,,,false,false,,identity_blocked,not_live_read_enabled,lane_1_identity_index,node scripts/audit-pdp-entity-resolution.js --market US --limit 500 --dry-run
epsv_cd0fa68f03d35b6d9c5c98f6,ext_52a27acd606756dea463a717,external_seed:ext_52a27acd606756dea463a717,US,joocyee.com,Joocyee,Glazed Lip Gloss,https://joocyee.com/products/glazed-lip-gloss,https://joocyee.com/products/glazed-lip-gloss?variant=54012522430774&utm_source=pivota&utm_medium=affiliate,,,,true,approved,false,false,brand,sig_40f7c9b410f2e1d61e4e00e4,pl_a9dd2b8037facbb9eac8520c,rf_a9dd2b8037facbb9eac8520c,false,,,missing_kb,false,false,false,missing,missing,missing_kb,,ext_52a27acd606756dea463a717,false,false,ready_hero,,ready,,false,0,false,false,false,false,false,,false,,,,false,false,,identity_blocked,not_live_read_enabled,lane_1_identity_index,node scripts/audit-pdp-entity-resolution.js --market US --limit 500 --dry-run
epsv_2ee18311b7a741ed22cd49e6,ext_613e3bbbf834dcce655539b3,external_seed:ext_613e3bbbf834dcce655539b3,US,joocyee.com,Joocyee,Dual-Ended Eyebrow Pencil & Cream 2.0,https://joocyee.com/products/dual-ended-eyebrow-pencil-cream-2-0,https://joocyee.com/products/dual-ended-eyebrow-pencil-cream-2-0?variant=53971849019702&utm_source=pivota&utm_medium=affiliate,,,,true,approved,false,false,brand,sig_22446b6af1eff4f09e9db714,pl_4a81a80c10e64082efb00773,rf_4a81a80c10e64082efb00773,false,,,missing_kb,false,false,false,missing,missing,missing_kb,,ext_613e3bbbf834dcce655539b3,false,false,not_expected_missing,,flagged,default_option_size_evidence_missing_axis,false,0,false,false,false,false,false,,false,,,,false,false,,identity_blocked,not_live_read_enabled,lane_1_identity_index,node scripts/audit-pdp-entity-resolution.js --market US --limit 500 --dry-run
