domain,brand,external_product_id,title,product_kind,recommended_lane,catalog_attached,index_serving_eligible,identity_ready,product_intel_high_quality,price_amount,price_currency,availability,description_len,has_image,has_full_inci,has_how_to,duplicate_canonical_identity_review,hard_risk,source_gap,quality_flags,canonical_url
786cosmetics.com,786 Cosmetics,ext_e96da71bdfd3ec573a4642cd,Shipping Protection,beauty_formula,hold_source_gap,true,false,true,false,2.99,USD,in_stock,63,true,false,false,false,false,true,missing_or_short_description|missing_full_inci|missing_how_to,https://786cosmetics.com/products/shipping-protection
anua.com,Anua,ext_fc2542ed5d2be9c87342756e,Heartleaf LHA Moisture Peeling Gel,beauty_formula,hold_source_gap,true,true,true,true,22,USD,in_stock,69,true,true,true,false,false,true,missing_or_short_description,https://anua.com/products/heartleaf-lha-moisture-peeling-gel
aveeno.com,Aveeno,ext_9de6c28d3bc9481c98afeebd,"Calm + Restore Oat Gel Moisturizer, Sensitive Skin",beauty_formula,hold_source_gap,true,false,false,false,0,USD,in_stock,149,true,false,true,false,false,true,missing_full_inci,https://www.aveeno.com/products/calm-restore-oat-gel-moisturizer-sensitive-skin
aya-skincare.com.au,AYA Skincare,ext_f7999d8a894435156eaccb24,Hydrate & Restore- Hydrating Hyaluronic Acid Serum,beauty_formula,hold_source_gap,true,false,true,true,43,USD,in_stock,280,true,false,false,false,false,true,missing_full_inci|missing_how_to,https://aya-skincare.com.au/products/renew-restore-hydrating-hyaluronic-acid-serum-1
beautyofjoseon.com,Beauty of Joseon,ext_2a3a4502264d08c5fa0901fd,Bojagi,beauty_formula,hold_source_gap,true,true,true,true,14,USD,in_stock,492,true,false,true,false,false,true,missing_full_inci,https://nl.beautyofjoseon.com/products/bojagi
bijin-shop.com,BIJIN,ext_1debbca9f32c51403e9e4b99,"Anti-humidité et anti-odeur au charbon actif végétal : purificateur d'air , déshumidificateur X2",beauty_formula,hold_source_gap,true,false,true,false,11,USD,in_stock,455,true,false,false,false,false,true,missing_full_inci|missing_how_to,https://bijin-shop.com/products/pochon-anti-humidite-et-anti-odeur
bijin-shop.com,BIJIN,ext_c16e1accc67a3b98b3155d34,Baume de soin corps au Getto rajeunissant,beauty_formula,hold_source_gap,true,false,true,false,47,USD,in_stock,387,true,false,false,false,false,true,missing_full_inci|missing_how_to,https://bijin-shop.com/products/baume-de-soin-corps-au-getto-rajeunissant
bijin-shop.com,BIJIN,ext_88bb06bbc8be156c13419119,Billes de céramique hydrogène : eau hydratante et anti-oxydante,beauty_formula,hold_source_gap,true,false,true,false,22,USD,in_stock,494,true,false,false,false,false,true,missing_full_inci|missing_how_to,https://bijin-shop.com/products/ceramiques-hydrogene
bijin-shop.com,BIJIN,ext_c86be1a20e66d322e8777ee4,Brosse à dents en bambou infusée au charbon de bambou,beauty_formula,hold_source_gap,true,false,false,false,5,USD,in_stock,341,true,false,false,false,false,true,missing_full_inci|missing_how_to,https://bijin-shop.com/products/brosse-a-dents-au-charbon-de-bambou
bijin-shop.com,BIJIN,ext_980b4ccfe2182f74f5cd5882,"Brume parfumée corps, cheveux et oreiller",beauty_formula,hold_source_gap,true,false,true,false,20,USD,in_stock,414,true,false,false,false,false,true,missing_full_inci|missing_how_to,https://bijin-shop.com/products/brume-parfumee-ko
bijin-shop.com,BIJIN,ext_623c4b58a65b6d18e35da513,Carafe en verre Design + 1 Charbon de bambou français,beauty_formula,hold_source_gap,true,false,true,false,50,USD,in_stock,561,true,false,false,false,false,true,missing_full_inci|missing_how_to,https://bijin-shop.com/products/carafe-en-verre-design-1-charbon-francais
bijin-shop.com,BIJIN,ext_9ae52e3a20dc8b180b316ee5,Carafe en verre limonadier + 1 charbon de bambou fin,beauty_formula,hold_source_gap,true,false,false,false,15,USD,out_of_stock,465,true,false,false,false,false,true,missing_full_inci|missing_how_to,https://bijin-shop.com/products/carafe-en-verre-limonadier-1-charbon-de-bambou-fin
