seed_id,external_product_id,source_listing_ref,market,domain,brand,title,canonical_url,destination_url,attached_product_key,content_key,seed_missing_fields,identity_exists,identity_status,identity_live_read_enabled,identity_review_required,identity_source_tier,sellable_item_group_id,product_line_id,review_family_id,kb_exists,kb_last_success_at,kb_last_error,kb_direct_status,kb_direct_displayable,kb_direct_high_quality_ready,kb_direct_human_reviewed,kb_direct_quality_state,kb_direct_evidence_profile,kb_direct_issues,kb_direct_blocking_issues,kb_effective_product_id,kb_effective_high_quality_ready,kb_borrowed_from_sibling,active_ingredients_status,active_ingredients_issues,variant_status,variant_issues,catalog_attached,catalog_offer_count,index_pipeline_state_exists,index_serving_eligible,db_serving_ready,external_index_published,commerce_doc_public,commerce_doc_id,commerce_doc_has_pivota_insight_summary,commerce_doc_pivota_insight_status,commerce_doc_price_min,commerce_doc_price_max,commerce_doc_external_offer_exists,terminal_hold,terminal_hold_reason,main_blocker,blocker_detail,recommended_lane,next_command
eps_62b6e0c4e016440088a58b45,ext_eca8959862245d5af16ab206,external_seed:ext_eca8959862245d5af16ab206,US,dermalogica.com,Dermalogica,daily milkfoliant exfoliator,https://dermalogica.com/products/daily-milkfoliant,https://dermalogica.com/products/daily-milkfoliant,prod::external_seed::external_seed::ext_eca8959862245d5af16ab206,ck_d3cc269c2857efcfc24d9aab08dbb799,,true,approved,true,false,brand,sig_ba5b70a3e81195b52e55ae70,pl_8d20d8e163cf4d377216614e,rf_8d20d8e163cf4d377216614e,true,"""2026-04-12T05:58:30.349Z""",,not_displayable,false,false,false,limited,seller_only,not_reviewed|not_displayable_gate|ellipsis_or_truncated|generic_copy_signal|public_sensitive_claim|public_truncated_copy|quality_limited|seller_only_evidence,not_reviewed|not_displayable_gate|ellipsis_or_truncated|generic_copy_signal|public_sensitive_claim|public_truncated_copy,ext_eca8959862245d5af16ab206,false,false,ready_hero,,ready,,true,1,true,true,false,false,true,sellable:sig_ba5b70a3e81195b52e55ae70,false,missing,19.5,19.5,true,false,,kb_blocked,blocking_issues:not_reviewed|not_displayable_gate|ellipsis_or_truncated|generic_copy_signal|public_sensitive_claim|public_truncated_copy,lane_3_kb_rewrite_review,node scripts/pivota_insights_coverage_batch.js --product-ids ext_eca8959862245d5af16ab206 --limit 1 --skip-gemini
